id,org_name,organization_type,breach_type,total_affected,severity_level,reporting_delay_days,breach_duration_days,third_party_flag,risk_score,operational_risk_level,risk_owner,incident_status,remediation_action,remediation_due_date,remediation_overdue_flag
ddec4e29-ae3e-5fb9-84f8-6a5f9418beb9,Lyon Real Estate,BSO,HACK,,Unreported,141.0,16.0,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2023-10-06,True
5172e040-33b7-52ca-a7a8-328517805e55,Evolucion Innovations Inc.,BSR,HACK,,Unreported,53.0,27.0,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2020-01-30,True
91bafd13-63cb-5984-ba19-90654eaeff34,Watertown Savings Bank,BSF,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2017-03-25,True
eaf22d3a-43f6-5977-b721-91eab5fc3d08,Tempur-Pedic,BSO,UNKN,,Unreported,422.0,228.0,False,6,High,Data Governance Team,Remediation In Progress,Review breach notification workflow and reporting escalation controls,2017-04-26,True
00eeb870-11e9-539a-a76c-bcfd2e1c23a2,Catholic Charities West Michigan,MED,HACK,45115.0,High,,,False,5,Medium,Operational Risk Team,Under Review,Monitor incident and maintain standard governance review,2025-03-08,True
4ad1399a-1a4b-55f6-921c-1ca8afc6982e,University of Pennsylvania Health System,MED,PORT,2046.0,Medium,,,False,4,Medium,Operational Risk Team,Under Review,Monitor incident and maintain standard governance review,2014-08-15,True
aceb9c03-555f-526f-b41b-3a4f0e07ef92,Indianapolis Housing Agency,GOV,HACK,,Unreported,111.0,0.0,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2023-02-22,True
0c3d183d-c709-531c-b146-74f482e17491,NSi Industries LLC,BSO,UNKN,730.0,Low,230.0,,False,3,Medium,Operational Risk Team,Under Review,Review breach notification workflow and reporting escalation controls,2024-06-27,True
bd25d51c-7120-5d58-99e3-9d3a79b7a20f,Employee Benefits Corporation d/b/a ForeFront Management,BSF,UNKN,455.0,Low,76.0,,False,3,Medium,Operational Risk Team,Under Review,Review breach notification workflow and reporting escalation controls,2018-06-21,True
6ccbae4d-f99d-52cf-8c2e-71c54b257884,Benetech Inc,BSO,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2021-05-01,True
59812642-2895-5ff8-9914-eec5527b90b5,"Law Office of Manning Zimmerman & Oliveira, PLLC",BSO,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2024-08-24,True
3bec4b28-8cfb-52b9-a3bb-5399f471169b,"Image-I-Nation Technologies, Inc.",BSO,UNKN,430139.0,Critical,,,False,6,High,Operational Risk Team,Remediation In Progress,Monitor incident and maintain standard governance review,2018-02-20,True
370eb582-b5a0-5fc4-8338-6452dd3fcfbf,The Wendy's Company,BSR,HACK,,Unreported,249.0,220.0,False,6,High,Data Governance Team,Remediation In Progress,Review breach notification workflow and reporting escalation controls,2016-07-21,True
92995bf5-9625-5cb7-bb8e-001a37942950,"Valley Anesthesiology Consultants, Inc. d/b/a Valley Anesthesiology and Pain Consultants",MED,HACK,88590.0,High,135.0,,False,5,Medium,Operational Risk Team,Under Review,Review breach notification workflow and reporting escalation controls,2016-09-11,True
7daf6e93-8dbc-5a87-ae0e-c60203d621c0,"HealthEquity, Inc.",BSF,HACK,,Unreported,388.0,77.0,False,6,High,Data Governance Team,Remediation In Progress,Review breach notification workflow and reporting escalation controls,2025-05-01,True
ef4aace5-748a-5e28-9aa0-3f0f4c0dcdbe,Eastern Bank,BSF,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2022-07-14,True
8889d951-2fa3-549a-bed6-2559f251915b,First Financial Credit Union,BSF,UNKN,229748.0,Critical,121.0,21.0,False,6,High,Operational Risk Team,Remediation In Progress,Review breach notification workflow and reporting escalation controls,2022-06-01,True
5d0f33aa-6006-5496-aef9-63f970b09c0f,"Global Growth Holdings, Inc.",BSO,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2021-01-30,True
af1a3388-ecac-5454-ae1d-1258ec54202c,Delaware Life Insurance Company,BSF,UNKN,,Unreported,18.0,,False,2,Low,Data Governance Team,Monitoring,Complete impact assessment and update affected population count,2018-10-30,True
f31ddfe9-3196-5055-b60b-79feaf0182ed,"Summit Pathology, a Colorado general partnership and Summit Pathology Laboratories, Inc. a Colorado corporation",MED,HACK,,Unreported,183.0,0.0,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2024-11-17,True
5ca0f251-ba0f-531f-b522-b8b84eb7302f,DTN Management Co.,BSO,UNKN,5055.0,Medium,84.0,,False,4,Medium,Operational Risk Team,Under Review,Review breach notification workflow and reporting escalation controls,2024-06-06,True
f2539372-ba4a-5c1d-a9ca-6086ba1cb79e,"Ipsen, Inc.",BSO,HACK,1531.0,Medium,144.0,9.0,False,4,Medium,Operational Risk Team,Under Review,Review breach notification workflow and reporting escalation controls,2021-09-08,True
98416f09-3f03-5bb0-acc5-8b5a4a5c3b3c,Capital One,BSF,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2017-06-17,True
738642f1-e93c-5e4e-be0d-8b889a238554,Hutton Hotel,BSO,HACK,,Unreported,1472.0,1360.0,False,6,High,Data Governance Team,Remediation In Progress,Review breach notification workflow and reporting escalation controls,2016-10-14,True
ca4931c6-0c5b-5cf1-911b-fba6c504f895,Associated Dentist,MED,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2015-06-18,True
554db002-6e0b-58a9-887d-cc34f9c865f6,"Mead Johnson & Company, LLC",BSO,HACK,,Unreported,123.0,1.0,True,6,High,Third-Party Risk Management,Remediation In Progress,Initiate third-party risk review and vendor remediation assessment,2021-03-24,True
def49277-0a51-5a44-b734-ff977f7e9fed,Ricca Chemical Company,BSO,UNKN,217.0,Low,119.0,,False,3,Medium,Operational Risk Team,Under Review,Review breach notification workflow and reporting escalation controls,2026-01-11,True
6f975ad3-321d-51ea-bc65-26c8a85571f9,"Bonita Springs Retirement Village, Inc.",MED,HACK,554.0,Low,,,False,3,Medium,Operational Risk Team,Under Review,Monitor incident and maintain standard governance review,2022-10-19,True
4b1cafdb-148b-50b0-9ecd-538cab785f5d,Mercer Advisors Inc.,BSF,UNKN,143104.0,Critical,68.0,,False,6,High,Operational Risk Team,Remediation In Progress,Review breach notification workflow and reporting escalation controls,2026-04-14,True
0b1f9ba4-5191-5f3b-a0d0-5f9fafb2dcfd,Byram Healthcare,MED,INSD,,Unreported,40.0,0.0,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2018-11-21,True
ffc7fbd1-727f-5bc3-a5b6-6caa3aed3d34,"Veritex Holdings, Inc.",BSF,HACK,,Unreported,270.0,25.0,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2021-01-27,True
b8b4dc66-cdb5-5c1c-91d5-a91d7cfd8ae3,MiCare Health Center,MED,UNKN,,Unreported,175.0,,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2024-11-10,True
4f86d4ef-5262-5c15-813f-0a2daedc952e,Hope Hospice,MED,INSD,818.0,Low,,,False,3,Medium,Operational Risk Team,Under Review,Monitor incident and maintain standard governance review,2013-05-25,True
56143fa7-3440-5d11-8fa1-e08101ebc0da,Bristol County Savings Bank,BSF,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2013-01-02,True
0c3f1f05-d66d-5154-9d24-a3cd7d31da30,"DPI Specialty Foods, Inc.",BSO,HACK,,Unreported,385.0,29.0,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2022-03-13,True
ab674ec9-f9b3-5d74-9eb8-6be33484cf37,"INNOTEK, Inc.",BSO,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2010-02-25,True
0fb315cf-c2e3-5764-932e-aa70f8cf280a,"Peachtree Orthopaedic Clinic, P.A.",MED,HACK,53686.0,High,,,False,5,Medium,Operational Risk Team,Under Review,Monitor incident and maintain standard governance review,2022-02-02,True
2ac09c89-9550-5614-bee9-a1edf35cc009,TrumpHotelCollection,BSO,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2017-07-30,True
a318d5e0-26b3-5619-8b61-4dd53ef7a540,Northeast OB/GYN Associates,MED,HACK,10198.0,High,,,False,5,Medium,Operational Risk Team,Under Review,Monitor incident and maintain standard governance review,2017-09-17,True
7e2a2ffb-644e-58c2-9e27-24f741d13d16,"Legalinc Corporate Services, Inc.",BSO,UNKN,3486.0,Medium,797.0,,False,4,Medium,Operational Risk Team,Under Review,Review breach notification workflow and reporting escalation controls,2020-01-30,True
16214455-65cf-5769-8087-523a7e91ab07,Spartaco LLC,BSO,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2023-09-29,True
9e5ec1ca-f721-5177-9f06-abce532acf28,"Wm. G. Roe & Sons, Inc.",BSO,HACK,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2021-10-28,True
dca87c87-f5ec-5cfe-abc8-8ae2290e5a1a,"Imagine360, LLC",BSO,UNKN,1632.0,Medium,,,False,4,Medium,Operational Risk Team,Under Review,Monitor incident and maintain standard governance review,2025-05-10,True
7ac20531-c8e9-5664-88e9-a46d2e87bdd5,Drost Kivlahan McMahon & O'Connor LLC,BSO,UNKN,6730.0,Medium,243.0,,False,4,Medium,Operational Risk Team,Under Review,Review breach notification workflow and reporting escalation controls,2024-09-28,True
07f9361f-6359-5757-8059-70a882964d4a,Women and Infants Hospital,MED,PORT,,Unreported,53.0,,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2012-12-05,True
8221a815-e112-5d08-994c-f822c0c98c99,"Horwitz, Horwitz & Associates",BSO,HACK,,Unreported,362.0,23.0,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2023-05-05,True
4fd1e63a-3c9d-5455-9ea1-3b030fa5e5d6,"A.C.T. Services, Inc.",BSO,UNKN,428.0,Low,110.0,,False,3,Medium,Operational Risk Team,Under Review,Review breach notification workflow and reporting escalation controls,2017-01-19,True
90740d7d-cfeb-54d9-8043-d66903e3f268,Eastern Bank,BSF,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2014-03-15,True
bec17bf2-c6eb-5b3f-ad46-beadae8fd4aa,Aladdin Capital,BSF,HACK,,Unreported,307.0,0.0,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2021-10-27,True
0a25c6f7-decb-5ccf-a9bb-08e55b54f2c9,"DiVal Safety Equipment, Inc.",BSO,HACK,,Unreported,27.0,11.0,False,2,Low,Data Governance Team,Monitoring,Complete impact assessment and update affected population count,2020-10-25,True
2fbf2a02-af67-5bad-8c10-2fb200bc70cf,St. Mary's Credit Union,BSF,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2017-04-26,True
d05b2d00-aed3-5839-9a15-a6970798e4c8,Toyota Financial Services,BSF,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2016-01-10,True
184e70be-31c1-5ca3-97a1-3403afeca03f,"Oregon Reproductive Medicine, LLC",MED,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2025-02-28,True
d6635b35-0e12-50e5-8d25-7ea6d6824f26,AB Acquisition LLC,BSR,HACK,,Unreported,,,True,6,High,Third-Party Risk Management,Remediation In Progress,Initiate third-party risk review and vendor remediation assessment,2014-10-13,True
fb013a48-8b90-5528-99b4-af8386f4b745,Lasership Inc. dba OnTrac Final Mile,BSO,HACK,,Unreported,137.0,2.0,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2025-09-27,True
5a113fec-86d2-5312-8a3c-6450ed6ce0a4,The Cooperative Bank of Cape Cod,BSF,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2013-11-24,True
e2ebffe2-e158-5a86-a713-9fec877da296,"Uber Technologies, Inc.",BSO,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2019-11-27,True
56c7f0f1-6f9b-583a-a5f7-d434ee9e508e,Roots & Harvest Direct LLC,BSR,HACK,,Unreported,595.0,385.0,True,8,High,Third-Party Risk Management,Remediation In Progress,Initiate third-party risk review and vendor remediation assessment,2023-07-26,True
5de7f912-097f-57c0-abc4-3ffd981acdaa,Sierra Construction Company,BSO,HACK,,Unreported,77.0,0.0,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2024-11-29,True
863fbe5f-dc32-5123-a192-806da9476200,Michigan Avenue Immediate Care,MED,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2022-07-30,True
c83c19dd-8f99-518d-9a5f-7d44fa5a3451,Coca-Cola European Partners PLC,BSO,PHYS,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2017-08-30,True
c354d4f1-8cdd-58d4-8199-eeffea500261,Continental Casualty Company and its affiliates (CNA),BSF,UNKN,381.0,Low,,,False,3,Medium,Operational Risk Team,Under Review,Monitor incident and maintain standard governance review,2026-03-04,True
5a93af37-9e9a-511b-ac1e-71c096834e33,"Tammy Hastings Bookkeeping and tax Service, Inc.",BSF,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2022-01-07,True
c55dedb2-e3ef-54c3-8e99-5bc4c778de54,CCM Health,MED,HACK,,Unreported,350.0,7.0,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2024-04-17,True
27eba3b0-a93d-5fae-ac0c-0871ed2a995e,Eagle Bank,BSF,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2016-12-18,True
98c4968b-17ef-5df5-91da-a00c53111ae5,St. Mary's Credit Union,BSF,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2011-01-30,True
5fd12b18-b52a-56f2-b87f-5aa329c27c38,TA Realty LLC,BSF,HACK,752.0,Low,306.0,,False,3,Medium,Operational Risk Team,Under Review,Review breach notification workflow and reporting escalation controls,2022-03-09,True
e7936d0b-6bff-5b91-ada2-77c5de00d476,Eastern Bank,BSF,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2015-11-08,True
9a9e557b-7da8-5e83-b32f-4046df13f9ca,IOWA HEALTH SYSTEM,MED,UNKN,,Unreported,189.0,,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2021-03-27,True
a9f94306-e9d6-5cb0-8994-560cf401fd15,Evelyn Rubenstein Jewish Community Center of Houston,NGO,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2026-03-27,True
2d69ff2d-81f8-58d8-abcf-93b5003f4040,Columbia Medical Practice,MED,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2026-05-24,False
3a37fca1-b4f2-5229-a1cd-36674fd8beaf,MiniMed Distribution Corp,MED,INSD,,Unreported,414.0,0.0,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2021-05-30,True
ed2a48ff-a593-537a-9982-311cd3820956,"Transamerica Life Insurance Company and Transamerica Retirement Solutions, LLC",BSF,HACK,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2018-07-01,True
1f547f94-8a65-59a7-896f-041844d77d56,Rainbow Dental Care PLLC,MED,HACK,7186.0,Medium,,,False,4,Medium,Operational Risk Team,Under Review,Monitor incident and maintain standard governance review,2019-03-06,True
d7d86ef3-0994-5f34-aafd-835837027e1e,Stanwich Mortgage Loan Trust,BSF,HACK,,Unreported,376.0,334.0,False,6,High,Data Governance Team,Remediation In Progress,Review breach notification workflow and reporting escalation controls,2019-02-26,True
de93509e-00fb-5dfe-820f-237fa834d3b8,KeyBank N.A.,BSF,UNKN,89.0,Low,98.0,27.0,False,3,Medium,Operational Risk Team,Under Review,Review breach notification workflow and reporting escalation controls,2019-08-30,True
1aaeab48-c5e6-5c9d-8909-fb716dd79cc2,American Gypsum LLC,BSO,HACK,1044.0,Medium,,,False,4,Medium,Operational Risk Team,Under Review,Monitor incident and maintain standard governance review,2024-12-25,True
18ce89b9-c64e-5616-8b3d-2b8b7482b263,Eagle Bank,BSF,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2023-07-15,True
d80c80ce-229b-5400-a867-528cc20ed599,DeKalbHealth,MED,UNKN,,Unreported,26.0,,False,2,Low,Data Governance Team,Monitoring,Complete impact assessment and update affected population count,2014-05-06,True
d3c62db3-8c2d-5c24-9096-811e099d9964,Equifax Inc.,BSF,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2017-10-07,True
04991800-0955-5b7a-9870-9eec80ca6485,American Express,BSF,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2014-02-21,True
f7962497-96b6-58ff-9016-b4cb29dd54c4,Charmant USA,BSO,HACK,,Unreported,70.0,4.0,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2023-12-29,True
8f563424-22a4-55f6-9c01-22d8faa12a63,Hudson's Bay Company,BSR,HACK,,Unreported,299.0,273.0,False,6,High,Data Governance Team,Remediation In Progress,Review breach notification workflow and reporting escalation controls,2018-05-10,True
392cb1f1-c236-5932-9d39-959fbc8137c4,CONE HEALTH,MED,UNKN,,Unreported,2129.0,,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2019-06-30,True
efdcf859-e284-5ad7-8973-6b24bbf67b26,The Independent Order of Foresters,BSF,PHYS,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2020-03-22,True
63bd5ce1-1549-5497-9d77-11e5c429cb4b,"Lourdes University, Sisters of St. Francis of Sylvania",EDU,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2021-07-31,True
7451fc2b-c233-519b-a33f-a14ec44c4230,"Sponge-Jet, Inc.",BSO,HACK,24.0,Low,94.0,0.0,False,3,Medium,Operational Risk Team,Under Review,Review breach notification workflow and reporting escalation controls,2024-07-27,True
932ad0c3-0a53-5b8a-bab2-e87e7b4a74ae,"American Express Travel Related Services Company, Inc.",BSF,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2023-03-17,True
8b8cbd12-197c-5399-9c20-b9d33da857d0,Experian,BSF,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2014-06-21,True
ab938a3f-8b35-59c9-bd5b-747751a6ba3a,"Harris, Burnett, Arend & Schmiesing CPA's",BSF,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2025-09-10,True
8db75563-842a-5c7f-91c6-093be2a096a1,"E-Tank, Ltd.",BSO,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2025-08-01,True
5f9f0d52-c979-57b8-a773-4bf87538ba6a,Eclectic Chiropractic Rehab,MED,DISC,650.0,Low,,,False,3,Medium,Operational Risk Team,Under Review,Monitor incident and maintain standard governance review,2018-01-04,True
e6405b45-0f2c-5cff-a29e-436a550e65a2,Fidelity Investments,BSF,UNKN,,Unreported,10.0,,False,2,Low,Data Governance Team,Monitoring,Complete impact assessment and update affected population count,2016-10-14,True
3e84cd1d-82f0-59ad-ac15-7674bcfdf37b,Mauser Packaging Solutions,BSO,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2024-12-08,True
fc01b863-0750-5b38-a8a5-ba9d62597c1b,"Audrey Golden Associates, Ltd.",BSO,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2019-08-16,True
f9a0256a-1a54-5670-ac1a-52c3f3d3e4e8,Johnson Controls,BSO,HACK,,Unreported,880.0,241.0,False,6,High,Data Governance Team,Remediation In Progress,Review breach notification workflow and reporting escalation controls,2025-07-14,True
afc6642b-22e4-5efa-b08f-66d3ad98b182,Colorado Department of Health Care Policy & Financing,GOV,HACK,4187732.0,Critical,128.0,0.0,True,8,High,Third-Party Risk Management,Remediation In Progress,Initiate third-party risk review and vendor remediation assessment,2023-10-17,True
8a59328e-3359-5830-96a1-c42448df558e,Brunswick Hospital Center,MED,HACK,,Unreported,289.0,20.0,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2025-06-01,True
753c40d1-be77-5f84-a351-a61ecfa374af,"NCI Group, Inc.",BSO,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2017-11-09,True
de114e45-cf11-57d6-a7c6-7f34d47ec202,University of Hawaii Maui College,EDU,HACK,,Unreported,84.0,8.0,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2023-06-09,True
1118ab8d-448d-5d7e-a968-3d9d79d192b5,"Acrisure Heritage Insurance Agency, LLC dba The Heritage Companies",BSF,UNKN,2286.0,Medium,202.0,,False,4,Medium,Operational Risk Team,Under Review,Review breach notification workflow and reporting escalation controls,2019-05-10,True
3ae5b523-fa17-528f-a7a3-7a4ca9839dd8,"Delta Air Lines, Inc.",BSO,HACK,,Unreported,204.0,16.0,True,6,High,Third-Party Risk Management,Remediation In Progress,Initiate third-party risk review and vendor remediation assessment,2018-05-02,True
b52630b8-4e9c-59dc-9d31-48d7e8c4dde8,Sands Casino Resort Bethlehem,BSO,UNKN,,Unreported,18.0,,False,2,Low,Data Governance Team,Monitoring,Complete impact assessment and update affected population count,2014-04-29,True
1d691e3e-76b1-57c1-91db-e405ecc34bf2,Delta County Memorial Hospital District,MED,HACK,148363.0,Critical,249.0,3.0,False,6,High,Operational Risk Team,Remediation In Progress,Review breach notification workflow and reporting escalation controls,2025-02-14,True
dcd537d9-42c8-530d-b13e-83c09247ac22,UW Health Swedish American,MED,UNKN,,Unreported,17.0,,False,2,Low,Data Governance Team,Monitoring,Complete impact assessment and update affected population count,2020-03-03,True
f2a78685-c5c7-5e6a-bf8a-9dee06fd1e73,"D'Youville Life and Wellness Community, Inc.",MED,HACK,,Unreported,482.0,20.0,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2025-02-28,True
214fec1e-c7db-55ec-9e03-26bc95551f7f,Familylinks Inc.,MED,HACK,3775.0,Medium,,,False,4,Medium,Operational Risk Team,Under Review,Monitor incident and maintain standard governance review,2024-12-12,True
b9b1d9b3-c518-5577-8589-ac010e0a9cf7,Davidson Hotel Company LLC,BSO,HACK,,Unreported,38.0,5.0,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2021-10-17,True
7dc333c4-f648-5936-83b2-be724ffe1f06,Discover Card,BSF,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2013-12-22,True
95d34600-5c28-518e-beb3-dbb00b93d49b,"Nuance Communications, Inc.",BSO,HACK,,Unreported,124.0,,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2023-10-29,True
07c9ce9f-dd08-5409-b983-40b8cb941738,Equity Concepts LLC,BSO,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2018-12-29,True
b48714c3-0014-5f6c-a47f-5f6866d38368,Ascend Clinical LLC,MED,HACK,77443.0,High,,,False,5,Medium,Operational Risk Team,Under Review,Monitor incident and maintain standard governance review,2020-11-18,True
29b9fb8e-49a0-51f5-a54f-792c7eade40f,"U.S. Foodservice, Inc.",BSO,PORT,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2008-07-13,True
dbd2d94f-ab9d-5ae9-95d3-9f8135891561,CVS Pharmacy,BSR,HACK,,Unreported,36.0,,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2022-03-13,True
30439653-9b5f-58e9-b5e0-38f9597d3e0b,Babson College,EDU,HACK,1.0,Low,25.0,0.0,False,1,Low,Operational Risk Team,Monitoring,Monitor incident and maintain standard governance review,2017-04-01,True
e662e956-67bd-5eea-8cba-ee2ae521728d,Capital One,BSF,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2016-12-04,True
0dccd3d3-6520-5ea4-9d9d-8e13c9402e9a,Lee University,EDU,HACK,136928.0,Critical,382.0,,False,6,High,Operational Risk Team,Remediation In Progress,Review breach notification workflow and reporting escalation controls,2025-04-09,True
eb0827fc-9372-517a-94e8-a77be863cb46,Ally Bank,BSF,PHYS,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2012-01-21,True
fb26d0ea-4ef5-5226-beb4-9ebbee9e2e0e,Hanesbrands Inc.,BSR,HACK,,Unreported,84.0,0.0,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2022-09-15,True
c5c0fc09-b671-59a1-b2ed-0a9f69b98016,Westchester Day School,EDU,HACK,,Unreported,,,True,6,High,Third-Party Risk Management,Remediation In Progress,Initiate third-party risk review and vendor remediation assessment,2021-04-07,True
ed096431-3453-5275-8806-453ed7de7844,Lewis and Clark College,EDU,HACK,,Unreported,385.0,-3.0,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2024-04-21,True
e3416569-8087-50e1-a135-08e440ac701a,"Superior Communications, Inc.",BSO,HACK,1.0,Low,220.0,0.0,False,3,Medium,Operational Risk Team,Under Review,Review breach notification workflow and reporting escalation controls,2024-03-15,True
d38bd7fc-5cf0-5f3b-a470-c1d7acccb4d6,Mod Op LLC,BSO,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2021-07-31,True
8fb365a1-873e-5f11-972d-1ae52bbb2346,"American Medical Response, Inc.",MED,HACK,,Unreported,266.0,1.0,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2019-07-17,True
049674c4-8302-5553-8880-39c39706a8a4,ExamOne (a Quest Diagnostics company),MED,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2024-04-12,True
884fc529-62e3-508b-ae71-763518cc2536,"Classic Aviation Services, LLC",BSO,DISC,,Unreported,91.0,0.0,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2022-03-02,True
b2d6ac7a-c229-516a-8c0d-7a468e6f37d1,"Tokyo Electron U.S. Holdings, Inc.",BSO,UNKN,793.0,Low,43.0,,False,3,Medium,Operational Risk Team,Under Review,Review breach notification workflow and reporting escalation controls,2025-05-03,True
a3de0d15-0f88-5945-9173-725fbbcdc1b1,"Integrated Practice Solutions, Inc.",BSO,DISC,1.0,Low,110.0,69.0,False,5,Medium,Operational Risk Team,Under Review,Review breach notification workflow and reporting escalation controls,2018-06-21,True
